probe	RB_E_001	RB_E_002	RB_E_003	RB_E_004	RB_E_005	RB_E_006	RB_E_007	RB_E_008	RB_E_009	RB_E_011	RB_E_012	RB_E_013	RB_E_014	RB_E_015	RB_E_016	RB_E_017	RB_E_019	RB_E_020	RB_E_021	RB_E_022	RB_E_023	RB_E_025	RB_E_026	RB_E_027	RB_E_028	RB_E_029	RB_E_030	RB_E_030_IC	RB_E_032	RB_E_033	RB_E_034	RB_E_035	RB_E_036	RB_E_037	RB_E_040	RB_E_042	RB_E_044	RB_E_045	RB_E_046_IC	RB_E_048_IC	RB_E_049_IC	RB_E_050	RB_E_051	RB_E_052	RB_E_053	RB_E_054	RB_E_055	RB_E_056	RB_E_057	RB_E_058	RB_E_059	RB_E_060	RB_E_061	RB_E_063	RB_E_064	RB_E_065	RB_E_066	RB_E_067	RB_E_069_FR	RB_E_076	RB_E_077	RB_E_078	RB_E_079	RB_E_080	RB_E_081
cg00003014	1760	984	915	1019	918	900	887	1239	653	534	694	1509	764	880	817	893	1061	802	946	503	602	1478	1287	1088	1318	1137	868	853	1222	760	1280	1268	1300	1761	748	1662	724	1848	1015	741	832	1076	1454	1120	810	1028	1660	1443	1290	1825	1043	1102	1059	1067	933	1370	1792	1721	2007	631	759	741	941	1095	698
cg00003091	27839	23637	25316	19705	17122	20257	18155	16134	21292	13740	14881	22555	16113	15698	14706	15868	15810	17258	16342	13021	12324	21641	20961	20695	21496	22458	13303	15493	20986	16510	24408	26335	23826	27508	13146	24629	13594	23087	18720	11422	11979	16241	18524	18078	15188	15537	23646	23187	22315	23207	17932	21968	22250	22340	20987	20331	25675	21155	24667	20934	20969	22103	24392	19974	21820
cg00003173	7923	7602	8311	9516	7472	8966	12204	5458	9321	7938	8650	6823	6998	7452	8407	8568	8363	7408	8833	7277	6819	8713	9557	6949	8407	8014	6860	8711	7782	9257	9113	8876	7806	9197	7245	6713	7004	10319	9946	4342	4305	9367	9068	10161	8542	8718	8610	7034	8989	6923	5784	9784	6955	8903	7741	8497	10338	7607	9513	8002	8523	9380	8907	9261	10375
cg00003181	836	1008	929	1009	1114	463	1480	3927	1055	895	621	839	761	642	962	1073	757	494	764	777	472	1277	1483	766	789	1216	498	2274	478	485	671	334	1084	1445	551	2086	685	1165	2410	1367	2588	602	1151	979	448	619	807	2201	1195	3151	1289	699	1016	611	1003	1049	1037	1112	1820	1201	407	348	653	454	606
cg00003187	2583	2428	1646	953	981	824	1696	5258	1271	954	1427	2721	2700	2774	3000	2746	2680	2780	1104	1536	2433	3083	2300	2706	2159	1151	1188	2070	1988	1035	836	1202	3225	3639	1936	3624	2409	1436	3717	513	1043	3199	1546	1273	742	2711	2989	5083	2092	3914	2880	1151	1078	900	2479	1833	1305	1198	746	472	442	642	458	610	467
cg00003202	38185	36275	34469	29707	28755	32382	30260	18708	32717	26738	30922	34123	29526	25335	23838	28252	27233	28498	31365	22555	23977	33795	34705	35955	30700	35011	25042	28909	34519	32326	36146	35710	38465	40409	24226	35819	24672	38900	30492	17902	17520	27685	28691	32688	28349	27840	35009	28278	38281	35115	29163	35496	33089	34156	30550	36427	37068	29347	36330	25269	31472	28425	28678	33489	30882
cg00003287	4502	2269	3673	3912	2462	2416	15251	2750	2102	4081	2243	1415	1205	975	3676	3033	1812	1272	6373	1269	1475	4212	4762	2991	11310	1966	1935	2804	6869	6586	1815	6734	10639	4880	1498	4327	1878	3062	3680	746	1540	3174	1373	1791	1037	3036	13767	10946	11823	17263	10012	2308	11458	15970	9917	3703	10599	14599	14531	2810	5214	4477	6958	2166	4178
cg00003298	24146	23988	24622	21019	22131	23776	15407	14761	20613	14833	15429	22802	15149	14156	13275	14060	14471	15616	16275	12154	12251	23204	23278	22007	19268	21862	13520	14983	21367	15425	18612	23601	7696	27540	14085	18599	14586	24133	15510	12019	12048	16368	17137	17926	9762	16026	23850	25440	19539	24390	20035	23903	22874	22732	20943	20757	25510	19655	23000	14589	20018	20060	23028	18428	21704
cg00003305	4360	3095	3110	967	1301	1339	1526	9089	1608	767	2637	4471	2652	2944	2697	2082	2712	1952	2277	1595	1454	3692	3891	3137	3696	4598	1621	889	3304	2131	2921	3125	4720	5620	1805	4001	2507	4025	3786	5080	5950	3386	3344	3345	2128	2209	4306	6960	4140	4517	3750	2152	3366	1139	6544	3727	4149	4432	5073	1079	1016	1275	955	1446	1845
cg00003345	24711	23762	25177	19984	17368	22338	22290	8014	9631	15920	17838	21795	5019	15919	8371	12729	7065	6809	15124	7637	8455	14514	11210	17639	26268	21612	9117	17344	13131	13770	20984	23906	26291	14949	7559	23950	9675	22627	7967	6378	8958	9012	16458	12756	14726	7353	24375	24383	22582	25710	19387	24169	16715	25644	15370	14641	18729	15384	23390	19476	12801	11271	14830	22760	14157
cg00003513	5448	4760	6849	2194	2658	2891	3004	3616	2021	1996	5043	5713	3602	2613	4277	5645	3173	4052	7523	2966	3667	5179	3135	4288	2759	3137	2500	3205	3994	4644	1856	4766	6034	7529	3127	8484	4972	2011	5729	1782	2789	4312	3570	4561	2487	4502	5474	6233	4546	4499	3861	2978	3832	4099	5190	2416	5501	3866	3849	2322	4074	3926	2192	4996	3923
cg00003529	714	583	643	579	863	246	1042	1143	707	3548	826	1538	823	861	788	1153	999	1538	694	587	842	1921	796	921	1943	1037	1287	2035	532	803	1130	713	759	1149	618	1969	962	1550	1250	925	1524	971	1820	1016	977	1693	2949	4636	1980	2756	3282	561	589	779	947	563	664	996	833	703	558	346	826	385	437
cg00003578	6529	6322	9052	4559	5308	6642	12611	8385	5114	4180	4548	6118	4464	3020	3655	4239	3947	4689	7205	3096	3311	6320	7347	6441	9378	4802	3528	5513	6790	12014	5806	6717	6618	6196	3403	8067	3269	5397	7906	4728	4453	4998	3431	3930	3306	5225	23452	17446	10344	20561	18260	5255	17840	12110	13222	7662	17651	13592	24992	4491	6884	3971	10779	4243	5277
cg00003625	1765	1102	1083	651	1340	651	12993	2285	380	602	939	608	401	353	409	554	841	722	2202	652	433	736	3199	1590	7319	984	861	1538	2178	6308	1080	532	1878	1229	602	1558	551	647	2609	629	890	828	824	938	515	1685	13268	13645	9774	14559	9750	875	8899	8151	7256	1733	7823	6377	12782	492	4637	937	1902	515	570
cg00003722	1281	1933	1972	941	1384	1275	4192	3318	1528	863	798	1285	1419	925	1138	2131	1127	1174	596	819	1108	1879	1264	1573	2795	2129	899	1547	1122	792	1489	886	1596	2395	848	3508	1045	1257	1883	908	1702	1767	2443	1752	1019	1615	3233	6494	4421	3332	3906	1309	1418	2073	1284	1189	1491	1699	1106	1839	714	747	806	704	1114
cg00003784	26676	27056	28884	26408	25065	26870	23958	22993	29089	15569	16267	27134	19128	15883	14317	16050	15585	16779	18994	13439	13635	29701	28625	29619	27719	29612	14486	17599	25886	17896	29088	27837	27156	30984	13858	28053	14326	27988	20447	15039	13025	16550	16485	18246	16799	16541	25790	25618	25659	27489	24106	29233	27337	28093	24658	26770	28810	22166	27015	19970	21132	21983	27417	22586	22949
cg00003818	6465	13744	10521	12078	13307	13939	13721	16050	12061	8950	4388	12232	8448	6727	7444	3884	11121	10828	8347	9133	6132	14035	9895	9184	14589	17329	5037	11349	9552	5853	6098	15399	11328	16256	7395	16622	9001	11036	9306	12912	13826	7340	8535	11724	7722	9133	14944	18544	14221	15032	6437	17855	6424	9934	11098	10966	12094	9372	13314	6721	10811	5838	8577	10819	6800
cg00003858	2173	1366	2122	2173	1854	2475	1296	758	1390	2705	1100	1473	1391	1709	1593	1585	1346	1142	1378	1197	1242	1417	1568	1550	2100	1146	1299	1863	1898	1371	1253	2185	1745	2614	1280	2147	1654	1749	1158	258	764	1890	2998	1931	1553	1440	1800	1448	1945	2144	1382	2212	1364	1379	1638	1443	1439	3251	3225	1291	1396	880	517	1251	1059
cg00003900	14778	8991	12789	9957	10419	8949	8816	13141	7395	12448	5394	10798	5259	7635	9847	8045	7406	7641	10982	7023	4846	12446	10261	11448	16177	8635	5728	9456	10176	9394	9993	13760	14804	21146	9024	16263	6266	14242	11869	2233	5268	10753	9756	9278	6002	9791	15746	17793	15220	18373	14580	13312	11175	9828	14864	12260	12931	12624	16552	10532	9946	8616	3610	8351	8697
cg00003965	1014	648	546	698	1203	1379	867	487	886	1211	642	641	533	601	495	953	318	632	596	535	407	668	517	764	2149	948	485	3241	862	697	692	870	931	789	477	887	570	991	401	318	513	763	1344	839	450	610	960	1684	2222	1559	1019	779	711	1783	642	645	804	1311	638	3829	467	613	603	391	236
cg00003969	5931	5939	6611	4741	4986	6098	6644	5860	4545	3214	2647	4352	3055	3255	2686	3822	3022	2580	2790	2846	2505	5776	4400	4822	7256	4582	2677	4394	4987	3046	4221	5126	5647	5743	2811	6293	2880	4784	3529	3566	3661	3695	4059	3292	2830	3173	5924	6702	4989	6648	5611	6185	5146	5486	4987	4744	5425	6435	6593	7574	4547	4585	5465	5552	4401
cg00003994	8164	8169	8715	8098	5083	7342	6136	2379	5871	8514	5027	6198	7643	8220	7448	8294	9331	8306	7000	6290	5023	8649	7049	7809	6314	8441	6947	4988	6841	7993	6790	8616	9452	7264	5515	9432	5690	10660	10746	1822	2510	9109	7251	10226	8964	8195	5029	8631	8883	8317	7967	7638	8203	5445	7704	7332	8260	6201	7639	5938	4784	6419	5100	4167	6152
cg00004055	22355	20097	21290	16654	15262	16779	16834	18795	20072	16883	14734	17166	17772	12424	15002	15858	17689	16128	18482	12799	13881	21280	20021	20160	20160	17495	13679	17180	19007	19769	18457	23955	23894	24076	9119	23494	15091	20158	21279	10566	11426	17184	15379	18129	13815	18261	21721	20268	19847	20931	18213	21296	21251	19921	17862	21719	24266	18636	20643	17550	15989	16753	18535	17065	16229
cg00004061	470	599	609	493	1089	503	279	2386	393	2386	361	269	1003	1008	447	852	256	810	635	556	794	1200	663	510	940	544	359	3081	516	557	213	607	596	706	466	621	305	318	689	539	749	1457	753	524	129	360	1004	825	836	1396	1064	612	566	814	624	251	503	703	714	658	393	347	307	329	260
cg00004067	560	415	413	543	482	501	530	581	461	611	634	484	533	393	486	595	531	485	378	464	337	563	549	590	810	561	413	851	686	394	416	655	694	686	431	759	527	496	731	498	659	662	579	623	484	537	865	2369	2144	2225	1164	543	620	1513	507	452	415	313	354	2084	439	317	291	335	271
cg00004072	17587	18739	17710	13947	12955	8251	15082	6116	9903	11664	7313	13981	9512	4264	7555	4098	7918	6345	6404	6202	4897	12617	14019	7536	19583	8062	4408	7539	14652	10781	6700	8880	14547	9025	6743	15766	8761	15012	7655	4822	2545	10005	5371	6790	5869	5926	21932	19211	16183	23878	18257	20925	19195	21367	15146	13926	18579	18238	25783	15687	9490	7884	13686	16321	14525
cg00004073	16963	20272	16319	12651	12930	20111	8731	11892	9773	2038	13376	16537	20322	11674	18005	12928	13138	18441	18066	1883	2181	3617	16463	3818	3552	17469	10320	10026	15649	13668	16374	15837	15973	27928	10741	24083	2228	15329	13104	6894	3453	3300	14406	3050	13327	13516	25203	15755	4292	4889	3682	2496	13515	19202	14422	15990	3976	22100	18119	14150	13231	21817	17366	14636	20563
cg00004082	14759	10053	11655	6870	6683	8007	8142	2683	6017	8459	8483	9464	6797	7898	7594	8317	8645	8003	4006	6581	6125	9755	10730	7136	9590	10941	6527	5683	9356	5993	10378	12801	11111	11901	7926	12254	7026	4898	8893	1767	1323	7014	9171	10051	7735	8427	11048	8667	9811	12153	9662	8168	8961	10360	11765	10738	7573	11733	9764	10185	10724	12665	7246	9518	9263
cg00004089	4656	2820	4561	2960	5147	3117	3932	3240	3471	2206	2290	2892	1693	1328	1627	2235	1879	2729	2564	1804	1642	3801	4322	3805	5040	3913	1851	2789	3924	3468	3935	4427	3443	3472	2008	5275	1647	3093	2642	1705	1230	2453	2686	2400	2167	2595	4282	5253	4777	5856	3786	3183	8102	5235	5652	3219	7783	3733	10518	3468	4120	3730	2424	2835	3679
cg00004105	6995	11141	10854	5661	5153	7124	5923	8205	4533	5713	6981	7777	5068	5302	4394	3711	3854	2876	5395	2790	2712	4350	7114	5606	15656	4774	3597	7396	7661	9433	9226	8716	6868	6718	2779	7807	3033	4375	6322	5907	6559	8613	9023	4125	5981	4080	5698	8699	13689	11335	6317	6258	21241	18810	11918	6230	12832	12982	10011	5662	6297	5632	4579	4675	9959
cg00004121	25680	19097	23763	16738	17126	19889	20888	15474	19011	14530	14258	15933	13467	13223	10765	15711	14720	10795	15952	8946	12739	20751	19561	17012	17884	19371	12206	15678	13658	17158	20032	18321	23891	25158	13447	22635	10170	19306	20053	9843	11512	12681	15127	16271	13152	13230	27723	27722	29673	29497	25239	18580	21357	24919	24770	16857	25318	18696	21797	19630	15583	18440	17867	14073	16228
cg00004192	4716	3335	3777	3945	4553	3925	4102	3106	2417	1449	927	2840	811	905	1072	1540	1285	958	754	658	830	3223	4146	3360	4276	3183	623	1111	3158	945	3862	4597	3745	4100	1157	4040	953	3373	1191	1209	1319	1141	1437	1245	769	703	3355	3147	3539	4204	3232	4331	3943	3575	3569	3329	4106	3823	5383	4577	2739	3171	2396	2404	2924
cg00004207	22420	18261	17729	14098	13095	8789	19046	18982	16157	21453	21201	20072	22100	19560	17715	20418	21807	21316	23116	17443	16062	22214	21806	21773	18924	20859	16651	21594	20262	20806	23374	16862	25007	26859	17687	28091	17454	24378	23418	12100	16210	21400	21392	25513	20642	22020	22729	22642	22817	22420	19500	17399	17337	10911	19271	17669	21001	16453	23599	9613	17196	12948	11152	15490	16102
cg00004209	6748	8488	7418	5549	5901	5530	5945	7984	5584	5775	4844	7067	4843	4708	4870	5544	4867	4472	5446	3946	4273	6653	6152	6887	7201	4916	5226	6512	6613	6307	5721	7911	7699	8254	3942	7932	4212	5934	6584	6429	7990	5874	5861	6308	4223	5598	7626	10643	6988	7568	6830	6736	6032	6668	6637	5983	8539	7947	9821	5305	4787	3652	4529	5908	5767
cg00004219	2531	1924	2964	1145	1544	1771	1667	4745	1236	1982	1069	1598	724	753	1057	1577	1177	1130	1387	769	1060	1707	2136	1581	2412	1954	1069	2728	1737	2630	2254	2909	2600	2275	1115	1778	1141	2101	2668	3524	2082	1520	1878	1800	1388	1201	3514	4465	4228	5057	3170	2393	3735	3138	3251	1983	5027	2682	3464	1335	2372	1206	1618	1722	945
cg00004257	6455	6242	7408	5074	1969	4779	3670	2276	4729	2227	2937	5186	2797	3291	3732	4323	3697	3816	2536	2929	2635	5413	4924	3254	6074	4494	3185	2437	4600	3842	4923	6720	6305	7197	3278	5931	2992	3016	3442	1378	1788	2930	6038	4565	3976	4286	6966	3064	5456	6067	6078	4347	6417	7401	6596	6070	6720	6214	8045	3095	4312	5210	5752	5223	4083
cg00004421	2396	1693	1738	1602	1622	1245	1012	1188	1009	1461	1562	2328	799	1580	903	1225	1031	1050	676	1057	686	1611	1878	1973	1861	1352	1033	1159	1609	888	1346	2207	2546	2244	1157	2768	985	1264	1456	779	913	1625	1925	1750	1780	1207	2347	1521	1956	2379	1518	2836	1098	1579	1267	790	1942	1539	2212	1156	1821	1360	732	1381	784
cg00004429	3482	4225	4978	3271	3353	3236	3527	2534	2682	2430	1893	2503	1767	1993	1751	1760	2323	2148	2420	2038	1643	2908	3059	3478	3461	3851	2127	2838	2813	2967	3366	3622	3664	3098	1860	3731	2266	2860	2711	1351	1853	2803	2633	2377	2136	2215	3405	4484	4223	3737	3837	3744	6514	5272	3486	3473	6622	2382	4569	2165	2089	1932	2905	1658	2269
cg00004533	2273	1627	1395	1862	1922	1355	2119	4860	1451	1753	1453	2409	1173	1319	1785	1617	1499	1524	1513	1165	1706	2164	1804	2134	2095	2560	1487	2357	2015	1578	2933	1811	2084	3291	1406	2541	1350	2803	2673	2112	3043	2010	2620	2508	1897	1746	2452	3467	1937	2216	1766	2134	1982	1355	1984	1580	2178	1724	2298	1561	2814	1212	766	1378	1761
cg00004562	13669	7682	18691	15108	8643	13052	28631	4521	6392	26193	3942	15923	4414	5202	6708	10508	4456	4022	3514	4305	5174	8869	5705	7228	25598	7680	5256	8113	7782	5970	10879	16829	30957	11631	3888	11750	4012	11412	4635	4569	1938	5982	13628	6995	6950	4310	25374	24189	21520	26329	20360	15475	5652	27150	7555	8163	7272	10757	12502	15204	7784	5599	6946	5431	11339
cg00004608	8112	6354	8547	8588	9680	5016	5221	5393	3316	9421	6098	7637	2660	6684	2658	8038	5696	5466	2943	4003	4196	5543	3503	2984	7567	12727	5107	9546	5297	4944	8958	7192	12599	9026	6102	14796	4371	14929	9980	2526	3934	3954	8338	6888	6476	8505	10105	4880	7325	8917	7758	13011	3291	3666	8750	5256	3547	3742	2331	8101	4882	1266	1828	4608	2266
cg00004667	1420	1425	1235	884	1082	962	2046	4914	789	1321	3168	1695	788	1759	529	1309	1075	1168	1434	548	464	656	1376	1383	1910	1271	994	1629	1357	928	330	2240	1482	1626	579	1289	669	791	1269	727	1197	1157	884	819	271	1121	1539	3102	1534	3049	1301	1309	7064	1028	1971	692	4320	5214	2605	541	691	663	966	3010	526
cg00004700	2269	2502	1203	1512	2155	925	1679	2212	1777	4499	3344	1645	2498	3330	2522	5745	3757	3245	2267	3045	2557	1789	2132	1575	2421	1265	2363	3964	2021	2390	1701	1397	2285	2645	2795	3424	3819	2214	6372	1599	3527	3385	8147	2750	2833	3241	2741	5532	3654	3122	4227	2094	1699	1740	2285	2097	1693	1893	1054	682	1079	757	655	1316	1108
cg00004771	2644	4291	2959	2119	2529	3327	1997	3390	2416	2108	1788	2539	1914	1374	2038	1796	2004	1852	2313	685	1424	2648	2870	2324	2279	3827	1641	3193	1617	949	2040	2827	3138	3407	1737	4014	1360	2607	2446	1082	2018	1722	1078	2101	2195	2668	2191	3019	4182	2491	2147	1711	3080	2413	1805	2737	1855	2957	2589	4476	1583	1264	3400	851	1087
cg00004806	8471	4843	6776	5407	4835	10653	9708	4114	2330	5854	4543	7028	2686	5137	2932	4183	2661	2582	2741	3107	2606	2933	2515	4585	8681	3663	3637	10471	3000	4434	2890	6264	12360	3438	3018	7898	2570	10957	3043	2012	3602	3220	3962	4201	2805	3813	10369	7911	11926	12768	11073	11105	2507	12675	3983	2207	4467	5920	5093	4561	2900	1445	4685	5246	2591
cg00004818	4696	5743	4650	3716	2550	2630	2611	3468	4071	4046	4899	6171	4404	4078	4374	4260	4983	4289	3752	3098	3536	6874	5278	5795	4077	7340	3454	3552	4641	2866	6537	5623	5794	8032	3309	10814	3546	6245	5680	1163	1509	4728	4611	4865	4056	5287	5424	7097	6064	6251	5608	3100	5330	1620	7744	4685	6917	4807	6086	1978	2103	1273	1614	2510	1672
cg00004859	873	536	1114	687	1484	706	624	1824	601	2495	471	819	733	2131	1038	2331	668	984	417	554	1320	1061	722	733	1883	1218	1143	1148	814	727	779	806	935	1797	576	981	904	1086	752	959	764	862	1433	707	945	602	1926	2761	2529	2720	2786	679	654	781	1260	690	688	915	803	1115	659	474	431	304	231
cg00004883	25478	805	1339	1035	1063	2802	1064	3785	1904	967	318	1990	386	348	235	398	277	562	234	434	366	1262	3695	1006	2025	1217	499	914	897	725	1029	1039	2879	1691	556	2121	399	759	723	422	969	536	682	903	498	508	1017	1551	2413	1407	655	1429	4046	483	1840	2710	3904	1410	1512	1045	4690	1211	292	562	516
cg00004939	13434	12619	14539	9790	9238	10788	11938	12045	9635	7636	8547	12689	8471	8420	9328	9198	8941	8724	8442	6377	6465	11850	12621	12852	12990	11170	6968	8381	10276	8173	12535	11768	12350	14045	7470	15033	7717	13822	9792	11378	9157	9378	9425	10849	8676	8741	12519	13169	12568	14328	11767	12473	12046	11719	11631	12966	14061	12332	12784	8961	10185	11483	6427	10169	9905
cg00004963	465	2318	1961	1627	1711	1463	1528	1518	1786	2728	858	720	3882	698	1141	6361	6224	4037	2742	4069	964	2722	1144	1466	1274	2767	2727	6212	1145	3077	677	723	2076	3601	1086	1770	3152	1023	8727	2235	4046	1411	1161	1157	556	3873	2066	1770	2756	2854	3799	1991	2083	486	2821	1760	1669	1049	1835	1367	648	1125	645	849	444
cg00004979	1376	783	1305	500	710	2138	461	702	396	479	318	586	266	227	472	282	295	321	376	297	259	526	768	589	1141	629	360	451	579	462	747	894	1628	1560	321	1479	243	946	381	477	617	482	674	441	453	197	1380	1316	1408	2325	741	915	955	1273	1310	725	911	1382	938	536	640	373	387	412	631
cg00004996	13189	14490	11171	11234	11280	8324	5510	9996	10206	6384	10591	14968	13635	10029	9341	10192	11451	11608	6477	8909	7854	14709	14533	14544	12799	17786	8736	9559	12323	8043	14807	13849	15393	16091	9850	16915	9297	15563	12589	3282	6242	11748	11703	13199	9584	10296	7953	12604	10351	12541	10937	13285	8685	6038	11626	12966	9879	5253	8931	7569	8622	6338	4473	3952	8398
cg00005010	9821	10305	11749	9579	9684	10246	10807	6609	11788	6454	6006	7041	6200	4017	5768	6551	6422	6033	6747	4772	4998	9260	10488	10560	12079	9848	4924	6706	12715	7355	8231	10472	10646	12078	6078	11737	6339	9611	7551	5887	3930	5948	5531	7144	4993	6904	10744	11395	10046	12713	8377	10224	10713	9701	9853	9366	10500	11020	10393	8166	9143	9057	8466	7547	7814
cg00005040	5233	5662	5067	4397	4120	2396	4691	14225	4475	4337	4895	5127	4777	4124	3858	4677	5206	4596	4567	3408	3101	6968	5450	5311	4981	5577	3370	9130	4753	4282	3210	5079	6048	8565	3005	8057	3166	6435	10465	13682	13394	4598	5212	5901	2733	4583	4747	8378	4657	5304	7167	4819	4353	2125	7506	5219	5106	5960	4214	2357	2553	1706	1037	2250	1747
cg00005072	6662	4650	5842	2176	4133	3266	2951	8832	4493	3625	2718	4145	3500	2670	3673	3413	3176	3600	3003	2803	2980	7586	5846	5206	5479	4159	2669	4189	4939	3425	4044	6531	5592	6994	2677	6661	3354	4512	5194	4197	3895	4494	4360	4790	2864	3472	5407	8057	5012	6686	6111	4898	5521	4835	5570	4578	6681	5446	5526	4864	3668	4481	2254	3262	4889
cg00005083	1777	690	1336	544	284	545	6670	351	516	1324	216	697	253	171	914	253	226	559	440	222	269	327	314	397	7399	376	342	530	769	477	329	783	1878	716	287	900	162	518	469	419	534	297	476	499	202	265	1790	7006	7238	5230	6273	623	687	4123	694	9636	1417	2625	533	7101	740	256	263	238	287
cg00005112	3461	1909	1737	2079	1558	1719	1919	3265	2264	2725	1948	1436	2132	1613	2367	2514	2894	2537	2479	2065	2327	2538	2636	2240	3077	2465	1986	4720	1929	2926	1795	3023	2842	2840	2349	2286	2315	2371	4513	2707	3703	3068	1863	3012	2191	3345	3007	2955	2622	3098	1975	2449	5970	2045	2691	1921	3480	2571	3335	1879	2876	1853	1440	1587	1469
cg00005164	4489	4753	4185	3582	3719	3515	4344	16973	3302	1964	1622	3718	1473	1694	1574	2005	1263	1598	1520	1200	1156	3695	3528	3343	3801	3984	1180	4905	3074	1853	3935	3515	3705	5248	1242	6016	1329	4056	5220	4431	5919	2582	1956	2444	1645	1553	4211	11806	4684	5614	6127	4084	3967	3426	4012	3272	3406	3472	3905	2675	2563	1894	1730	2038	2231
cg00005166	4477	4036	3340	4322	4841	2585	4949	3843	801	7745	1284	840	2198	909	6562	4479	5514	4414	3039	2894	1606	4778	5410	2914	5137	1075	3023	2377	2744	3464	4767	5087	5119	8108	3269	6351	1548	2120	2360	765	1910	4628	2037	6144	1199	2134	4973	9841	7399	7904	8148	2095	2581	3504	5249	3338	3022	3271	3470	4046	1008	952	936	3675	2044
cg00005215	502	826	615	804	892	957	872	825	589	1504	372	864	420	467	468	603	580	473	671	272	502	2716	771	1307	2707	1192	465	666	878	297	590	587	919	1552	587	952	415	552	577	367	300	281	578	640	419	523	1925	5777	2883	2990	3027	652	539	650	693	460	711	1111	553	1061	320	433	399	533	300
cg00005297	24873	20510	22980	14039	14226	11650	20233	12745	20427	16184	10442	11221	12686	13276	13799	12295	13368	12659	17037	9644	8839	21352	20389	14852	22512	11271	11339	11801	22865	15299	21025	25485	20189	20166	10625	21171	12473	8615	12311	8580	6111	15502	11079	11323	11539	13732	24667	26336	24150	23109	18202	20211	23326	29724	21117	17526	28036	21252	26225	21019	20388	18936	24030	22695	18411
